2013-12-27	0.9154		0.9154		
2013-12-26	0.9003		0.9003		
2013-12-25	0.9161		0.9161		
2013-12-24	0.9093		0.9093		
2013-12-23	0.9077		0.9077		
2013-12-20	0.9056		0.9056		
2013-12-19	0.9268		0.9268		
2013-12-18	0.9366		0.9366		
2013-12-17	0.9362		0.9362		
2013-12-16	0.9408		0.9408		
2013-12-13	0.9567		0.9567		
2013-12-12	0.9581		0.9581		
2013-12-11	0.9592		0.9592		
2013-12-10	0.9751		0.9751		
2013-12-09	0.9740		0.9740		
2013-12-06	0.9746		0.9746		
2013-12-05	0.9810		0.9810		
2013-12-04	0.9838		0.9838		
2013-12-03	0.9709		0.9709		
2013-12-02	0.9615		0.9615		
2013-11-29	0.9697		0.9697		
2013-11-28	0.9698		0.9698		
2013-11-27	0.9601		0.9601		
2013-11-26	0.9494		0.9494		
2013-11-25	0.9499		0.9499		
2013-11-22	0.9536		0.9536		
2013-11-21	0.9584		0.9584		
2013-11-20	0.9643		0.9643		
2013-11-19	0.9594		0.9594		
2013-11-18	0.9661		0.9661		
2013-11-15	0.9348		0.9348		
2013-11-14	0.9165		0.9165		
2013-11-13	0.9101		0.9101		
2013-11-12	0.9308		0.9308		
2013-11-11	0.9213		0.9213		
2013-11-08	0.9182		0.9182		
2013-11-07	0.9312		0.9312		
2013-11-06	0.9365		0.9365		
2013-11-05	0.9486		0.9486		
2013-11-04	0.9474		0.9474		
2013-11-01	0.9493		0.9493		
2013-10-31	0.9448		0.9448		
2013-10-30	0.9582		0.9582		
2013-10-29	0.9442		0.9442		
2013-10-28	0.9418		0.9418		
2013-10-25	0.9429		0.9429		
2013-10-24	0.9557		0.9557		
2013-10-23	0.9629		0.9629		
2013-10-22	0.9737		0.9737		
2013-10-21	0.9838		0.9838		
2013-10-18	0.9660		0.9660		
2013-10-17	0.9610		0.9610		
2013-10-16	0.9643		0.9643		
2013-10-15	0.9826		0.9826		
2013-10-14	0.9846		0.9846		
2013-10-11	0.9831		0.9831		
2013-10-10	0.9677		0.9677		
2013-10-09	0.9775		0.9775		
2013-10-08	0.9729		0.9729		
2013-09-30	0.9601		0.9601		
2013-09-27	0.9546		0.9546		
2013-09-26	0.9504		0.9504		
2013-09-25	0.9679		0.9679		
2013-09-24	0.9738		0.9738		
2013-09-23	0.9850		0.9850		
2013-09-18	0.9695		0.9695		
2013-09-17	0.9668		0.9668		
2013-09-16	0.9873		0.9873		
2013-09-13	0.9915		0.9915		
2013-09-12	0.9986		0.9986		
2013-09-11	0.9885		0.9885		
2013-09-10	0.9852		0.9852		
2013-09-09	0.9709		0.9709		
2013-09-06	0.9383		0.9383		
2013-09-05	0.9319		0.9319		
2013-09-04	0.9353		0.9353		
2013-09-03	0.9368		0.9368		
2013-09-02	0.9236		0.9236		
2013-08-30	0.9212		0.9212		
2013-08-29	0.9230		0.9230		
2013-08-28	0.9267		0.9267		
2013-08-27	0.9317		0.9317		
2013-08-26	0.9297		0.9297		
2013-08-23	0.9106		0.9106		
2013-08-22	0.9173		0.9173		
2013-08-21	0.9190		0.9190		
2013-08-20	0.9206		0.9206		
2013-08-19	0.9280		0.9280		
2013-08-16	0.9174		0.9174		
2013-08-15	0.9236		0.9236		
2013-08-14	0.9344		0.9344		
2013-08-13	0.9383		0.9383		
2013-08-12	0.9358		0.9358		
2013-08-09	0.9094		0.9094		
2013-08-08	0.9057		0.9057		
2013-08-07	0.9068		0.9068		
2013-08-06	0.9120		0.9120		
2013-08-05	0.9059		0.9059		
2013-08-02	0.8937		0.8937		
2013-08-01	0.8929		0.8929		
2013-07-31	0.8721		0.8721		
2013-07-30	0.8705		0.8705		
2013-07-29	0.8652		0.8652		
2013-07-26	0.8842		0.8842		
2013-07-25	0.8895		0.8895		
2013-07-24	0.8937		0.8937		
2013-07-23	0.8999		0.8999		
2013-07-22	0.8746		0.8746		
2013-07-19	0.8692		0.8692		
2013-07-18	0.8907		0.8907		
2013-07-17	0.9053		0.9053		
2013-07-16	0.9188		0.9188		
2013-07-15	0.9146		0.9146		
2013-07-12	0.9023		0.9023		
2013-07-11	0.9225		0.9225		
2013-07-10	0.8805		0.8805		
2013-07-09	0.8563		0.8563		
2013-07-08	0.8566		0.8566		
2013-07-05	0.8805		0.8805		
2013-07-04	0.8786		0.8786		
2013-07-03	0.8713		0.8713		
2013-07-02	0.8775		0.8775		
2013-07-01	0.8741		0.8741		
2013-06-30	0.8688		0.8688		
2013-06-28	0.8688		0.8688		
2013-06-27	0.8519		0.8519		
2013-06-26	0.8544		0.8544		
2013-06-25	0.8526		0.8526		
2013-06-24	0.8547		0.8547		
2013-06-21	0.9120		0.9120		
2013-06-20	0.9128		0.9128		
2013-06-19	0.9439		0.9439		
2013-06-18	0.9507		0.9507		
2013-06-17	0.9445		0.9445		
2013-06-14	0.9495		0.9495		
2013-06-13	0.9428		0.9428		
2013-06-07	0.9739		0.9739		
2013-06-06	0.9898		0.9898		
2013-06-05	1.0020		1.0020		
2013-06-04	1.0037		1.0037		
2013-06-03	1.0179		1.0179		
2013-05-31	1.0180		1.0180		
2013-05-30	1.0287		1.0287		
2013-05-29	1.0319		1.0319		
2013-05-28	1.0325		1.0325		
2013-05-27	1.0151		1.0151		
2013-05-24	1.0141		1.0141		
2013-05-23	1.0082		1.0082		
2013-05-22	1.0216		1.0216		
2013-05-21	1.0201		1.0201		
2013-05-20	1.0180		1.0180		
2013-05-17	1.0109		1.0109		
2013-05-16	0.9956		0.9956		
2013-05-15	0.9775		0.9775		
2013-05-14	0.9721		0.9721		
2013-05-13	0.9865		0.9865		
2013-05-10	0.9901		0.9901		
2013-05-09	0.9850		0.9850		
2013-05-08	0.9907		0.9907		
2013-05-07	0.9859		0.9859		
2013-05-06	0.9843		0.9843		
2013-05-03	0.9714		0.9714		
2013-05-02	0.9544		0.9544		
2013-04-26	0.9537		0.9537		
2013-04-25	0.9616		0.9616		
2013-04-24	0.9722		0.9722		
2013-04-23	0.9542		0.9542		
2013-04-22	0.9854		0.9854		
2013-04-19	0.9866		0.9866		
2013-04-18	0.9601		0.9601		
2013-04-17	0.9576		0.9576		
2013-04-16	0.9577		0.9577		
2013-04-15	0.9490		0.9490		
2013-04-12	0.9586		0.9586		
2013-04-11	0.9647		0.9647		
2013-04-10	0.9675		0.9675		
2013-04-09	0.9692		0.9692		
2013-04-08	0.9625		0.9625		
2013-04-03	0.9670		0.9670		
2013-04-02	0.9686		0.9686		
2013-04-01	0.9719		0.9719		
2013-03-29	0.9731		0.9731		
2013-03-28	0.9743		0.9743		
2013-03-27	1.0064		1.0064		
2013-03-26	1.0033		1.0033		
2013-03-25	1.0176		1.0176		
2013-03-22	1.0198		1.0198		
2013-03-21	1.0185		1.0185		
2013-03-20	1.0174		1.0174		
2013-03-19	1.0001		1.0001		
2013-03-18	0.9973		0.9973		
2013-03-15	1.0002		1.0002		
2013-03-08	1.0029		1.0029		
